 4.00  3400.  0.0  2.0  -0.2774    1.2092   -0.5014    1.6017    0.0878  q PC
 4.50  3400.  0.0  2.0  -0.3017    1.1851   -0.4888    1.5129    0.0786  q PC
 5.00  3400.  0.0  2.0  -0.3073    1.1602   -0.4438    1.4015    0.0732  q PC
 5.50  3400.  0.0  2.0  -0.3065    1.1519   -0.3899    1.3034    0.0703  q PC
 6.00  3400.  0.0  2.0  -0.3095    1.1686   -0.3530    1.2527    0.0691  q PC
 2.50  3500.  0.0  2.0   0.0235    1.0342   -0.3110    1.6454    0.1858  q PC
 3.00  3500.  0.0  2.0   0.0498    0.9175   -0.2830    1.5074    0.1289  q PC
 3.50  3500.  0.0  2.0  -0.1153    1.0664   -0.4019    1.5697    0.1044  q PC
 4.00  3500.  0.0  2.0  -0.2138    1.1198   -0.4609    1.5500    0.0800  q PC
 4.50  3500.  0.0  2.0  -0.2667    1.1343   -0.4710    1.4898    0.0721  q PC
 5.00  3500.  0.0  2.0  -0.2879    1.1246   -0.4402    1.3914    0.0675  q PC
 5.50  3500.  0.0  2.0  -0.3006    1.1251   -0.3962    1.2962    0.0662  q PC
 6.00  3500.  0.0  2.0  -0.3104    1.1419   -0.3639    1.2426    0.0681  q PC
 2.50  3600.  0.0  2.0   0.1140    0.9002   -0.2649    1.5869    0.1924  q PC
 3.00  3600.  0.0  2.0   0.2228    0.6697   -0.1765    1.3710    0.1185  q PC
 3.50  3600.  0.0  2.0   0.0188    0.8812   -0.3118    1.4571    0.0857  q PC
 4.00  3600.  0.0  2.0  -0.1402    1.0219   -0.4065    1.4832    0.0711  q PC
 4.50  3600.  0.0  2.0  -0.2280    1.0810   -0.4482    1.4618    0.0639  q PC
 5.00  3600.  0.0  2.0  -0.2675    1.0912   -0.4336    1.3800    0.0605  q PC
 5.50  3600.  0.0  2.0  -0.2907    1.0997   -0.3969    1.2877    0.0605  q PC
 6.00  3600.  0.0  2.0  -0.3137    1.1253   -0.3756    1.2399    0.0657  q PC
 2.50  3700.  0.0  2.0   0.1970    0.7851   -0.2175    1.5302    0.1738  q PC
 3.00  3700.  0.0  2.0   0.3199    0.5330   -0.1139    1.2925    0.1063  q PC
 3.50  3700.  0.0  2.0   0.1556    0.7057   -0.1983    1.3196    0.0771  q PC
 4.00  3700.  0.0  2.0  -0.0537    0.9158   -0.3320    1.3960    0.0623  q PC
 4.50  3700.  0.0  2.0  -0.1884    1.0315   -0.4181    1.4273    0.0575  q PC
 5.00  3700.  0.0  2.0  -0.2510    1.0677   -0.4260    1.3705    0.0547  q PC
 5.50  3700.  0.0  2.0  -0.2820    1.0788   -0.3970    1.2807    0.0550  q PC
 6.00  3700.  0.0  2.0  -0.3110    1.1076   -0.3802    1.2340    0.0618  q PC
 2.50  3800.  0.0  2.0   0.2675    0.6824   -0.1967    1.5086    0.1174  q PC
 3.00  3800.  0.0  2.0   0.3576    0.4870   -0.0884    1.2652    0.0893  q PC
 3.50  3800.  0.0  2.0   0.2612    0.5789   -0.1002    1.2044    0.0691  q PC
 4.00  3800.  0.0  2.0   0.0435    0.8069   -0.2349    1.2863    0.0566  q PC
 4.50  3800.  0.0  2.0  -0.1399    0.9778   -0.3727    1.3780    0.0516  q PC
 5.00  3800.  0.0  2.0  -0.2299    1.0390   -0.4126    1.3540    0.0495  q PC
 5.50  3800.  0.0  2.0  -0.2742    1.0623   -0.3948    1.2731    0.0509  q PC
 6.00  3800.  0.0  2.0  -0.3061    1.0886   -0.3818    1.2254    0.0585  q PC
 2.50  3900.  0.0  2.0   0.2203    0.7632   -0.2080    1.5276    0.1214  q PC
 3.00  3900.  0.0  2.0   0.3624    0.4825   -0.0946    1.2772    0.0704  q PC
 3.50  3900.  0.0  2.0   0.3707    0.4345   -0.0186    1.1045    0.0560  q PC
 4.00  3900.  0.0  2.0   0.1424    0.6849   -0.1472    1.1822    0.0500  q PC
 4.50  3900.  0.0  2.0  -0.0712    0.8987   -0.3074    1.3038    0.0454  q PC
 5.00  3900.  0.0  2.0  -0.2021    1.0101   -0.3860    1.3266    0.0461  q PC
 5.50  3900.  0.0  2.0  -0.2602    1.0397   -0.3856    1.2579    0.0476  q PC
 6.00  3900.  0.0  2.0  -0.2975    1.0675   -0.3791    1.2138    0.0550  q PC
 2.50  4000.  0.0  2.0   0.1990    0.7868   -0.2419    1.5715    0.0978  q PC
 3.00  4000.  0.0  2.0   0.3204    0.5459   -0.1196    1.3115    0.0717  q PC
 3.50  4000.  0.0  2.0   0.3775    0.4329   -0.0003    1.0842    0.0601  q PC
 4.00  4000.  0.0  2.0   0.2317    0.5830   -0.0595    1.0822    0.0452  q PC
 4.50  4000.  0.0  2.0   0.0074    0.8134   -0.2238    1.2101    0.0448  q PC
 5.00  4000.  0.0  2.0  -0.1522    0.9522   -0.3387    1.2728    0.0436  q PC
 5.50  4000.  0.0  2.0  -0.2368    1.0105   -0.3648    1.2328    0.0449  q PC
 6.00  4000.  0.0  2.0  -0.2769    1.0301   -0.3666    1.1892    0.0500  q PC
 2.50  4100.  0.0  2.0   0.1798    0.8013   -0.2810    1.6193    0.0815  q PC
 3.00  4100.  0.0  2.0   0.2775    0.6030   -0.1543    1.3549    0.0724  q PC
 3.50  4100.  0.0  2.0   0.3375    0.4869   -0.0306    1.1220    0.0616  q PC
 4.00  4100.  0.0  2.0   0.3104    0.4904    0.0138    0.9974    0.0420  q PC
 4.50  4100.  0.0  2.0   0.1052    0.7117   -0.1202    1.0976    0.0387  q PC
 5.00  4100.  0.0  2.0  -0.0799    0.8735   -0.2667    1.1941    0.0401  q PC
 5.50  4100.  0.0  2.0  -0.1998    0.9706   -0.3280    1.1930    0.0433  q PC
 6.00  4100.  0.0  2.0  -0.2560    1.0025   -0.3493    1.1671    0.0466  q PC
 2.50  4200.  0.0  2.0   0.1501    0.8316   -0.3189    1.6635    0.0815  q PC
 3.00  4200.  0.0  2.0   0.2471    0.6363   -0.1882    1.3937    0.0732  q PC
 3.50  4200.  0.0  2.0   0.3123    0.5132   -0.0606    1.1558    0.0587  q PC
 4.00  4200.  0.0  2.0   0.3520    0.4366    0.0517    0.9504    0.0476  q PC
 4.50  4200.  0.0  2.0   0.1975    0.6003   -0.0325    0.9934    0.0377  q PC
 5.00  4200.  0.0  2.0   0.0043    0.7845   -0.1798    1.1002    0.0382  q PC
 5.50  4200.  0.0  2.0  -0.1251    0.8774   -0.2639    1.1158    0.0343  q PC
 6.00  4200.  0.0  2.0  -0.2222    0.9621   -0.3197    1.1330    0.0429  q PC
 2.50  4300.  0.0  2.0   0.1169    0.8682   -0.3546    1.7042    0.0844  q PC
 3.00  4300.  0.0  2.0   0.2292    0.6486   -0.2193    1.4278    0.0666  q PC
 3.50  4300.  0.0  2.0   0.2897    0.5345   -0.0887    1.1859    0.0575  q PC
 4.00  4300.  0.0  2.0   0.3349    0.4499    0.0307    0.9706    0.0496  q PC
 4.50  4300.  0.0  2.0   0.2725    0.5162    0.0405    0.9114    0.0353  q PC
 5.00  4300.  0.0  2.0   0.0944    0.6966   -0.0850    1.0034    0.0331  q PC
 5.50  4300.  0.0  2.0  -0.0749    0.8470   -0.2003    1.0637    0.0378  q PC
 6.00  4300.  0.0  2.0  -0.1758    0.9117   -0.2765    1.0872    0.0389  q PC
 2.50  4400.  0.0  2.0   0.0840    0.9044   -0.3887    1.7425    0.0867  q PC
 3.00  4400.  0.0  2.0   0.2062    0.6698   -0.2476    1.4573    0.0651  q PC
 3.50  4400.  0.0  2.0   0.2686    0.5532   -0.1163    1.2152    0.0566  q PC
 4.00  4400.  0.0  2.0   0.3181    0.4645    0.0087    0.9938    0.0484  q PC
 4.50  4400.  0.0  2.0   0.3305    0.4369    0.0873    0.8502    0.0377  q PC
 5.00  4400.  0.0  2.0   0.1951    0.5727    0.0028    0.8994    0.0270  q PC
 5.50  4400.  0.0  2.0   0.0127    0.7519   -0.1158    0.9727    0.0335  q PC
 6.00  4400.  0.0  2.0  -0.1278    0.8754   -0.2256    1.0452    0.0346  q PC
 2.50  4500.  0.0  2.0   0.0552    0.9343   -0.4210    1.7779    0.0890  q PC
 3.00  4500.  0.0  2.0   0.1870    0.6830   -0.2759    1.4857    0.0630  q PC
 3.50  4500.  0.0  2.0   0.2464    0.5737   -0.1445    1.2455    0.0551  q PC
 4.00  4500.  0.0  2.0   0.3018    0.4762   -0.0171    1.0207    0.0443  q PC
 4.50  4500.  0.0  2.0   0.3243    0.4358    0.0789    0.8535    0.0396  q PC
 5.00  4500.  0.0  2.0   0.2561    0.5124    0.0645    0.8364    0.0264  q PC
 5.50  4500.  0.0  2.0   0.0930    0.6767   -0.0347    0.8950    0.0278  q PC
 6.00  4500.  0.0  2.0  -0.0551    0.7999   -0.1556    0.9734    0.0301  q PC
 2.50  4600.  0.0  2.0   0.0309    0.9566   -0.4526    1.8127    0.0908  q PC
 3.00  4600.  0.0  2.0   0.1573    0.7172   -0.3045    1.5177    0.0645  q PC
 3.50  4600.  0.0  2.0   0.2242    0.5941   -0.1732    1.2767    0.0541  q PC
 4.00  4600.  0.0  2.0   0.2802    0.4962   -0.0440    1.0495    0.0430  q PC
 4.50  4600.  0.0  2.0   0.3069    0.4502    0.0556    0.8771    0.0369  q PC
 5.00  4600.  0.0  2.0   0.3064    0.4452    0.1048    0.7850    0.0289  q PC
 5.50  4600.  0.0  2.0   0.1763    0.5819    0.0391    0.8140    0.0220  q PC
 6.00  4600.  0.0  2.0   0.0185    0.7286   -0.0828    0.9024    0.0269  q PC
 2.50  4700.  0.0  2.0   0.0187    0.9585   -0.4837    1.8468    0.0902  q PC
 3.00  4700.  0.0  2.0   0.1377    0.7330   -0.3325    1.5478    0.0644  q PC
 3.50  4700.  0.0  2.0   0.2022    0.6141   -0.2019    1.3081    0.0538  q PC
 4.00  4700.  0.0  2.0   0.2595    0.5149   -0.0706    1.0777    0.0416  q PC
 4.50  4700.  0.0  2.0   0.2850    0.4713    0.0289    0.9059    0.0358  q PC
 5.00  4700.  0.0  2.0   0.3041    0.4409    0.0997    0.7860    0.0311  q PC
 5.50  4700.  0.0  2.0   0.2326    0.5234    0.0893    0.7638    0.0209  q PC
 6.00  4700.  0.0  2.0   0.0858    0.6697   -0.0172    0.8446    0.0210  q PC
 2.50  4800.  0.0  2.0  -0.0024    0.9794   -0.5132    1.8822    0.0926  q PC
 3.00  4800.  0.0  2.0   0.1122    0.7588   -0.3640    1.5844    0.0704  q PC
 3.50  4800.  0.0  2.0   0.1826    0.6307   -0.2300    1.3389    0.0535  q PC
 4.00  4800.  0.0  2.0   0.2370    0.5366   -0.0979    1.1074    0.0426  q PC
 4.50  4800.  0.0  2.0   0.2639    0.4910    0.0017    0.9357    0.0346  q PC
 5.00  4800.  0.0  2.0   0.2902    0.4518    0.0814    0.8044    0.0303  q PC
 5.50  4800.  0.0  2.0   0.2822    0.4574    0.1269    0.7161    0.0222  q PC
 6.00  4800.  0.0  2.0   0.1632    0.5803    0.0471    0.7743    0.0140  q PC
 2.50  4900.  0.0  2.0  -0.0196    0.9928   -0.5481    1.9270    0.0936  q PC
 3.00  4900.  0.0  2.0   0.0952    0.7716   -0.3976    1.6258    0.0700  q PC
 3.50  4900.  0.0  2.0   0.1643    0.6455   -0.2590    1.3719    0.0536  q PC
 4.00  4900.  0.0  2.0   0.2213    0.5464   -0.1241    1.1347    0.0411  q PC
 4.50  4900.  0.0  2.0   0.2423    0.5118   -0.0282    0.9701    0.0336  q PC
 5.00  4900.  0.0  2.0   0.2693    0.4717    0.0542    0.8345    0.0291  q PC
 5.50  4900.  0.0  2.0   0.2788    0.4561    0.1244    0.7141    0.0263  q PC
 6.00  4900.  0.0  2.0   0.1957    0.5542    0.0781    0.7496    0.0189  q PC
 2.50  5100.  0.0  2.0  -0.0523    1.0238   -0.6385    2.0637    0.0955  q PC
 3.00  5100.  0.0  2.0   0.0744    0.7785   -0.4827    1.7454    0.0692  q PC
 3.50  5100.  0.0  2.0   0.1464    0.6443   -0.3499    1.4966    0.0520  q PC
 4.00  5100.  0.0  2.0   0.1754    0.5855   -0.2148    1.2501    0.0416  q PC
 4.50  5100.  0.0  2.0   0.2048    0.5370   -0.1164    1.0810    0.0332  q PC
 5.00  5100.  0.0  2.0   0.2292    0.5004   -0.0070    0.8983    0.0280  q PC
 5.50  5100.  0.0  2.0   0.2565    0.4607    0.0627    0.7851    0.0240  q PC
 6.00  5100.  0.0  2.0   0.2411    0.4798    0.1041    0.7062    0.0236  q PC
 2.50  5200.  0.0  2.0  -0.0604    1.0266   -0.6595    2.0890    0.0952  q PC
 3.00  5200.  0.0  2.0   0.0661    0.7807   -0.5035    1.7689    0.0682  q PC
 3.50  5200.  0.0  2.0   0.1388    0.6447   -0.3694    1.5173    0.0513  q PC
 4.00  5200.  0.0  2.0   0.1621    0.5936   -0.2386    1.2758    0.0410  q PC
 4.50  5200.  0.0  2.0   0.1902    0.5468   -0.1379    1.1021    0.0326  q PC
 5.00  5200.  0.0  2.0   0.2128    0.5126   -0.0283    0.9184    0.0274  q PC
 5.50  5200.  0.0  2.0   0.2395    0.4740    0.0414    0.8054    0.0232  q PC
 6.00  5200.  0.0  2.0   0.2259    0.4932    0.0870    0.7226    0.0240  q PC
 2.50  5300.  0.0  2.0  -0.0776    1.0429   -0.6918    2.1325    0.0951  q PC
 3.00  5300.  0.0  2.0   0.0651    0.7711   -0.5232    1.7910    0.0658  q PC
 3.50  5300.  0.0  2.0   0.1076    0.6802   -0.4084    1.5653    0.0498  q PC
 4.00  5300.  0.0  2.0   0.1509    0.5993   -0.2613    1.3009    0.0401  q PC
 4.50  5300.  0.0  2.0   0.1772    0.5544   -0.1580    1.1216    0.0321  q PC
 5.00  5300.  0.0  2.0   0.1993    0.5203   -0.0477    0.9358    0.0265  q PC
 5.50  5300.  0.0  2.0   0.2135    0.5019    0.0118    0.8385    0.0243  q PC
 6.00  5300.  0.0  2.0   0.2092    0.5050    0.0631    0.7458    0.0235  q PC
 2.50  5400.  0.0  2.0  -0.0860    1.0481   -0.7117    2.1580    0.0947  q PC
 3.00  5400.  0.0  2.0   0.0540    0.7787   -0.5464    1.8196    0.0655  q PC
 3.50  5400.  0.0  2.0   0.1029    0.6772   -0.4266    1.5849    0.0479  q PC
 4.00  5400.  0.0  2.0   0.1425    0.6012   -0.2838    1.3263    0.0391  q PC
 4.50  5400.  0.0  2.0   0.1662    0.5596   -0.1767    1.1397    0.0313  q PC
 5.00  5400.  0.0  2.0   0.1905    0.5205   -0.0643    0.9487    0.0249  q PC
 5.50  5400.  0.0  2.0   0.1794    0.5332   -0.0306    0.8829    0.0230  q PC
 6.00  5400.  0.0  2.0   0.1909    0.5192    0.0393    0.7689    0.0235  q PC
 2.50  5500.  0.0  2.0  -0.0988    1.0600   -0.7469    2.2110    0.0918  q PC
 3.00  5500.  0.0  2.0   0.0305    0.8045   -0.5968    1.8934    0.0654  q PC
 3.50  5500.  0.0  2.0   0.0887    0.6902   -0.4502    1.6141    0.0482  q PC
 4.00  5500.  0.0  2.0   0.1304    0.6097   -0.3096    1.3582    0.0390  q PC
 4.50  5500.  0.0  2.0   0.1565    0.5628   -0.1945    1.1563    0.0310  q PC
 5.00  5500.  0.0  2.0   0.1789    0.5267   -0.0815    0.9642    0.0244  q PC
 5.50  5500.  0.0  2.0   0.1623    0.5464   -0.0520    0.9030    0.0231  q PC
 6.00  5500.  0.0  2.0   0.1735    0.5322    0.0156    0.7922    0.0236  q PC
 2.50  5600.  0.0  2.0  -0.1160    1.0799   -0.7780    2.2570    0.0902  q PC
 3.00  5600.  0.0  2.0   0.0122    0.8273   -0.6242    1.9315    0.0632  q PC
 3.50  5600.  0.0  2.0   0.0783    0.6978   -0.4689    1.6358    0.0483  q PC
 4.00  5600.  0.0  2.0   0.1213    0.6143   -0.3291    1.3803    0.0387  q PC
 4.50  5600.  0.0  2.0   0.1472    0.5667   -0.2108    1.1720    0.0304  q PC
 5.00  5600.  0.0  2.0   0.1390    0.5684   -0.1291    1.0175    0.0239  q PC
 5.50  5600.  0.0  2.0   0.1491    0.5527   -0.0727    0.9214    0.0227  q PC
 6.00  5600.  0.0  2.0   0.1573    0.5435   -0.0066    0.8131    0.0238  q PC
 2.50  5700.  0.0  2.0  -0.1328    1.0989   -0.8059    2.2962    0.0866  q PC
 3.00  5700.  0.0  2.0   0.0040    0.8322   -0.6498    1.9669    0.0622  q PC
 3.50  5700.  0.0  2.0   0.0706    0.7012   -0.4867    1.6564    0.0479  q PC
 4.00  5700.  0.0  2.0   0.1149    0.6148   -0.3462    1.3988    0.0371  q PC
 4.50  5700.  0.0  2.0   0.1375    0.5721   -0.2262    1.1867    0.0303  q PC
 5.00  5700.  0.0  2.0   0.1268    0.5753   -0.1476    1.0347    0.0234  q PC
 5.50  5700.  0.0  2.0   0.1355    0.5607   -0.0916    0.9380    0.0226  q PC
 6.00  5700.  0.0  2.0   0.1427    0.5526   -0.0273    0.8320    0.0240  q PC
 2.50  5800.  0.0  2.0  -0.1602    1.1394   -0.8381    2.3471    0.0840  q PC
 3.00  5800.  0.0  2.0  -0.0116    0.8488   -0.6762    2.0029    0.0632  q PC
 3.50  5800.  0.0  2.0   0.0627    0.7099   -0.5071    1.6872    0.0480  q PC
 4.00  5800.  0.0  2.0   0.1067    0.6185   -0.3622    1.4159    0.0371  q PC
 4.50  5800.  0.0  2.0   0.1012    0.6106   -0.2700    1.2369    0.0290  q PC
 5.00  5800.  0.0  2.0   0.1152    0.5818   -0.1656    1.0518    0.0233  q PC
 5.50  5800.  0.0  2.0   0.1231    0.5675   -0.1090    0.9530    0.0227  q PC
 6.00  5800.  0.0  2.0   0.1296    0.5597   -0.0462    0.8488    0.0243  q PC
 2.50  5900.  0.0  2.0  -0.1748    1.1528   -0.8686    2.3895    0.0820  q PC
 3.00  5900.  0.0  2.0  -0.0223    0.8576   -0.6980    2.0308    0.0627  q PC
 3.50  5900.  0.0  2.0   0.0466    0.7223   -0.5301    1.7116    0.0512  q PC
 4.00  5900.  0.0  2.0   0.0989    0.6220   -0.3776    1.4320    0.0370  q PC
 4.50  5900.  0.0  2.0   0.0965    0.6122   -0.2796    1.2465    0.0285  q PC
 5.00  5900.  0.0  2.0   0.1047    0.5872   -0.1830    1.0686    0.0232  q PC
 5.50  5900.  0.0  2.0   0.1174    0.5685   -0.1188    0.9607    0.0230  q PC
 6.00  5900.  0.0  2.0   0.1189    0.5637   -0.0636    0.8636    0.0248  q PC
 2.50  6000.  0.0  2.0  -0.1783    1.1490   -0.8827    2.4032    0.0812  q PC
 3.00  6000.  0.0  2.0  -0.0306    0.8624   -0.7175    2.0551    0.0617  q PC
 3.50  6000.  0.0  2.0   0.0401    0.7244   -0.5517    1.7395    0.0504  q PC
 4.00  6000.  0.0  2.0   0.0917    0.6247   -0.3919    1.4468    0.0370  q PC
 4.50  6000.  0.0  2.0   0.0823    0.6203   -0.3006    1.2660    0.0287  q PC
 5.00  6000.  0.0  2.0   0.0959    0.5903   -0.1998    1.0849    0.0231  q PC
 5.50  6000.  0.0  2.0   0.1032    0.5750   -0.1390    0.9771    0.0230  q PC
 6.00  6000.  0.0  2.0   0.1120    0.5655   -0.0739    0.8709    0.0253  q PC
 2.50  6100.  0.0  2.0  -0.2053    1.1835   -0.9298    2.4778    0.0795  q PC
